UNT_NAM	UNT_ADD	UNT_TEL	UNT_ID	UNT_ID_TYP	UNT_LVL	ADR_PRV	ADR_CTY	ADR_DST	PRD_TYP	DTA_SRC	CRE_DTE	BBK_NBR	ACT_IND	PRS_INF
合肥颢仁商贸有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/10/27	551	Y	洗钱
大连金阳进出口有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
宜信普惠信息咨询（北京）有限公司济南第二分公司	 	 	 	 	BLK	 	济南	 	?	BLKS	2020/7/17	531	Y	洗钱
云南互信民间融资登记服务有限公司	 	 	 	 	BLK	 	昆明	 	?	BLKS	2020/10/27	871	Y	洗钱
泉州市促改电子商务有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
福州国润贸易有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
上海沪一机械有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	221	Y	洗钱
仙游县鲤城魔方智能手机店	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/10/27	594	Y	洗钱
厦门格颐利贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
禅道商学院企业管理（深圳）有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
香港北极星国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	215	Y	洗钱
辽宁鸿祥国际旅行社有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/7/17	415	Y	洗钱
厦门市同安区来一金五金经营部	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
合肥市跨境商贸有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/10/27	551	Y	洗钱
上海皋鹤投资管理中心（有限合伙）	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
诺亚正行基金销售有限公司基金代销专户	?	?	?	?	BLK	上海	上海	?	DF	BLKM	2019/5/14	121	Y	挪用贷款
杭州联络互动信息科技股份有限公司	?	?	?	?	BLK	?	湖州	?	DF	BLKS	2020/5/29	572	Y	3_对公红色预警
雷明贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
深圳荣龙资源有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
诚鑫发展有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
竹签哥香港集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	291	Y	洗钱
金猴国际控股有限公司	 	 	 	 	BLK	 	威海	 	?	BLKS	2020/10/27	631	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海杨浦分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
浙江杰禾网络科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
浙江中通文博服务有限公司	?	?	?	?	BLK	?	西安	?	?	BLKM	2020/7/17	129	Y	失信被执行人
群星进出口有限公司	 	 	 	 	BLK	 	总行信用卡中心	 	?	BLKS	2020/10/27	107	Y	洗钱
北京欣吉盛安商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
上海紫光乐联物联网科技有限公司	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/8/23		Y	集中操控
大连天贻国际贸易有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
武汉市江瀚保安服务有限公司	?	?	?	?	BLK	?	武汉	?	?	BLKM	2020/10/28		Y	失信被执行人
亿阳国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	215	Y	洗钱
艾尔夏尔有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	220	Y	洗钱
TCP PETCOKE CORPORATION	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	535	Y	洗钱
杭州鼎印网络科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
天津市隆生伟达进出口有限公司	 	 	 	 	BLK	 	滨海	 	?	BLKS	2020/10/27	122	Y	洗钱
香港帕尔米丝国际集团有限公司广州代表处	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
宜信普惠信息咨询（北京）有限公司大东分公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
北京启明思远文化有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
深圳前海恒昌众盛融资租赁有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/10/27	657	Y	洗钱
青海藏羊地毯（集团）有限公司	 	 	 	 	BLK	 	西宁	 	?	BLKS	2020/10/27	972	Y	洗钱
天音通信有限公司武汉分公司	?	?	?	?	BLK	?	武汉	?	?	BLKM	2020/7/17	127	Y	工商非正常经营
三明市泰利贸易有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/10/27	598	Y	洗钱
苏州鸿宇诺通信科技有限公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
厦门德安利斯福贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
香港鸿晟企业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
新意环球集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	215	Y	洗钱
深圳市南品国际资产管理有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
ETH IMPEX BLOC LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
北京艺硕商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
李沧区琳博贸易商行	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/28	532	QZ	养公积金
隶源基首饰（深圳）股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
深圳市华森科技股份有限公司	 	 	 	 	BLK	 	佛山	 	VIP	BLKS	2020/10/27	757	Y	洗钱
深圳市日月神科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
北京瑞达美轩商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
上海觐胤实业有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
沈阳市尔丰亚服装经销处	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
山西金特嘉贸易有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/10/27	351	Y	洗钱
沈阳道旭光物流有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
浙江阿拉丁电子商务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
郑州顶益食品有限公司	?	?	?	?	BLK	?	郑州	?	?	BLKM	2020/10/28		Y	失信被执行人
深圳市德诺斯贸易有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
宜信普惠信息咨询（北京）有限公司无锡分公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	510	Y	洗钱
安徽网红生物科技有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
成都攸米信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
上海晟新商务咨询有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
重庆市中颐养老产业有限责任公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
深圳市泉眼网络科技有限公司	?	?	?	?	BLK	?	天津	?	?	BLKM	2020/7/17	122	Y	失信被执行人
北京兴中园商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
赫利俄斯国际物流有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	221	Y	洗钱
南阳万嘉喜装饰工程有限公司	 	 	 	 	BLK	 	南阳	 	?	BLKS	2020/10/27	377	Y	洗钱
宜信普惠信息咨询（北京）有限公司吴忠分公司	 	 	 	 	BLK	 	银川	 	?	BLKS	2020/10/27	951	Y	洗钱
D AND X TRADING HONGKONG LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	213	Y	洗钱
山东山水水泥集团有限公司	?	?	?	?	BLK	?	济南	?	CMG	BLKS	2020/5/29	531	Y	3_对公红色预警
沈阳靠谱投资管理有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司吕梁第二分公司	 	 	 	 	BLK	 	吕梁	 	?	BLKS	2020/10/27	358	Y	洗钱
GOOD LUCK INTERNATIONAL TRADING INC	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	278	Y	洗钱
可莱斯国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
曲靖振鹭商贸有限公司	 	 	 	 	BLK	 	曲靖	 	?	BLKS	2020/10/27	874	Y	洗钱
重庆碗悦餐饮管理有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
日照钢铁物流有限公司	 	 	 	 	BLK	 	日照	 	?	BLKS	2020/10/27	603	Y	洗钱
天津市刚刚商贸有限公司	 	 	 	 	BLK	 	滨海	 	?	BLKS	2020/10/27	122	Y	洗钱
上海璜众投资有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
宁夏中达强盛物资有限公司	 	 	 	 	BLK	 	银川	 	?	BLKS	2020/10/27	951	Y	洗钱
北京昆腾四海科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
兆云数字资产（深圳）有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
吕梁众赢网络信息服务有限公司	 	 	 	 	BLK	 	吕梁	 	?	BLKS	2020/7/17	358	Y	洗钱
大连西太平洋石油化工有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
RIJIA SHIP MANAGEMENT CO., LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
南宁百汇天下企业信息服务有限公司	 	 	 	 	BLK	 	南宁	 	?	BLKS	2020/10/27	771	Y	洗钱
深圳市壹贰叁土石方工程有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
海润光伏科技股份有限公司	?	?	?	?	BLK	?	无锡	?	CMG	BLKS	2020/5/29	511	Y	4_对公违约25级
南京岚锋影企业管理有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
南昌市维娜有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	293	Y	洗钱
武汉市公路管理处	?	?	?	?	BLK	?	武汉	?	VIP	BLKS	2020/5/29	127	Y	4_对公违约25级
西安市新城区志毅鞋店	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
深圳市合泰润信进出口有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
宜信普惠信息咨询（北京）有限公司泰州分公司	 	 	 	 	BLK	 	泰州	 	?	BLKS	2020/10/27	523	Y	洗钱
深圳市优斯莱德供应链有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
河北恒菲化妆品有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
香港冠一实业贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	291	Y	洗钱
厦门立投金融信息技术服务有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
深圳市赢时通汽车服务有限公司	?	?	?	?	BLK	?	西安	?	?	BLKM	2020/7/17	129	Y	失信被执行人
北京天泽厚福商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
ANGEL IMPORT AND EXPORT CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	271	Y	洗钱
广州南科创贸易有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
大连瑞尔兴贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
江苏上有信息技术服务有限公司东莞分公司	?	?	?	?	BLK	?	东莞	?	?	BLKM	2020/8/23		Y	工商非正常经营
长沙空希清洁有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/10/27	731	Y	洗钱
杭州辰只电子商务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
宜信博诚保险销售服务（北京）股份有限公司海南分公司儋州兰洋营业部	 	 	 	 	BLK	 	海口	 	?	BLKS	2020/10/27	898	Y	洗钱
杭州犇妮贸易有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
北京瑞昊天坤商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
川鸿惠（深圳）生物科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
宜信普惠信息咨询（北京）有限公司乌鲁木齐第二分公司	 	 	 	 	BLK	 	乌鲁木齐	 	?	BLKS	2020/10/27	991	Y	洗钱
上海繁似投资管理中心（有限合伙）	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
丹东诚信贸易有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/10/27	415	Y	洗钱
重庆锐尚科技有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
北京富鑫瑞隆商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
北京龙源汇昌商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
浙江颐荣资产管理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
CHANZO (HK) HOME-PRODUCT CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	274	Y	洗钱
珠海振戎公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
宜信卓越财富投资管理(北京)有限公司天津分公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/10/27	122	Y	洗钱
山西益丰源商贸有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/7/17	351	Y	洗钱
成都市市政工程（集团）有限责任公司	?	?	?	?	BLK	?	成都	?	DF	BLKS	2020/5/29	128	Y	4_对公违约25级
大连涛佳电子科技有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
AMIN AL HAMAD AND PARTNERS CO.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	255	Y	洗钱
成都蓉峻信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
申通快递有限公司	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/10/28		Y	失信被执行人
深圳天帝网络科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
上海诚亚房地产发展有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
丰泽区腾郭鞋服网店	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
华宜互联信息服务有限公司	?	?	?	?	BLK	广东	深圳	?	DF	BLKM	2019/5/14	755	Y	无照经营小额贷款
江苏熔盛重工有限公司	?	?	?	?	BLK	?	南通	?	DF	BLKS	2020/5/29	513	Y	3_对公红色预警
绍兴业霖实业有限公司	 	 	 	 	BLK	 	绍兴	 	?	BLKS	2020/10/27	575	Y	洗钱
青山区皇乐汽车影音产品商行	 	 	 	 	BLK	 	包头	 	?	BLKS	2020/10/27	472	Y	洗钱
无锡金伊普惠商务信息咨询有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	510	Y	洗钱
武汉新城创置置业有限公司	?	?	?	?	BLK	?	武汉	?	?	BLKM	2020/10/28		Y	代发集中中断
宜信普惠信息咨询（北京）有限公司镇江分公司	 	 	 	 	BLK	 	镇江	 	?	BLKS	2020/10/27	612	Y	洗钱
曲靖佩玖商贸有限公司	 	 	 	 	BLK	 	曲靖	 	?	BLKS	2020/10/27	874	Y	洗钱
青岛润昕情健康科技有限公司	?	?	?	?	BLK	?	青岛	?	CMG	BLKM	2020/5/29	532	QZ	养公积金
深圳市亿兴隆进出口有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
宜信普惠信息咨询（北京）有限公司西安第二分公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/10/27	129	Y	洗钱
ALL FIELDS TRADING CO., LTD.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	276	Y	洗钱
深圳万城节能股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
宜信普惠信息咨询（北京）有限公司娄底分公司	 	 	 	 	BLK	 	娄底	 	?	BLKS	2020/7/17	738	Y	洗钱
青岛泽悦教育科技有限公司	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/28	532	QZ	养公积金
陕西平壤银畔餐饮管理有限公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/7/17	129	Y	洗钱
重庆含建科技有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
成都富都易友商贸有限公司	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/10/27	594	Y	洗钱
SINO PARK TRADING CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
比佑斯黛(杭州)贸易有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
苏州洁鹏商贸有限公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
常熟芭姿奴商贸有限公司	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/10/27	594	Y	洗钱
营口市西市区叶度新商行	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
北京健龙伟业科技发展有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
泉州方迈网络科技有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
广州望远贸易有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
昆仑贸易有限公司	 	 	 	 	BLK	 	上海自贸	 	?	BLKS	2020/7/17	322	Y	洗钱
哈尔滨成春裕科技有限公司	 	 	 	 	BLK	 	哈尔滨	 	?	BLKS	2020/10/27	451	Y	洗钱
江苏省建工集团有限公司	?	?	?	?	BLK	?	青岛	?	?	BLKM	2020/10/28		Y	失信被执行人
福州洋光恒美建材批发有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
西安荣豪建筑装饰工程有限公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/10/27	129	Y	洗钱
御展国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	257	Y	洗钱
青岛泽源翻译有限公司	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
上海长城实业公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
福建省宏昌电器有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
辽宁靠谱实业集团有限公司工会委员会	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司广州增城分公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
漳州市仙旗贸易有限公司	 	 	 	 	BLK	 	漳州	 	?	BLKS	2020/10/27	596	Y	洗钱
成都钱乾信息技术有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
悦达香港贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
南阳医学高等专科学校第二附属医院	?	?	?	?	BLK	?	南阳	?	CMG	BLKS	2020/5/29	377	Y	4_对公违约25级
泰兴市陵茂建设工程有限公司	 	 	 	 	BLK	 	泰州	 	?	BLKS	2020/10/27	523	Y	洗钱
慈溪市大地建设有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
福州绍择网络科技有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
宜信普惠信息咨询（北京）有限公司潍坊第二分公司	 	 	 	 	BLK	 	潍坊	 	?	BLKS	2020/10/27	536	Y	洗钱
宜信普惠信息咨询（北京）有限公司天津第三分公司	 	 	 	 	BLK	 	滨海	 	?	BLKS	2020/10/27	122	Y	洗钱
扬州坤炜网络科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	514	Y	洗钱
广州智深数据服务有限责任公司西安分公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/10/27	129	Y	洗钱
成都博涵信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
宁波荣厦贸易有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
金宝融国际控股有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
索菲娅国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
杭州韦大网络科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
曲靖卓顿贸易有限公司	 	 	 	 	BLK	 	曲靖	 	?	BLKS	2020/10/27	874	Y	洗钱
湖州子阳贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
俄罗斯外贸银行	 	 	 	 	BLK	 	招商银行全行	 	?	BLKS	2020/7/17	100	Y	洗钱
宜信普惠信息咨询（北京）有限公司景德镇分公司	 	 	 	 	BLK	 	景德镇	 	?	BLKS	2020/10/27	798	Y	洗钱
上海厝涯商贸有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
广州市曹逸商品贸易有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
天津市小里商贸有限公司	 	 	 	 	BLK	 	滨海	 	?	BLKS	2020/10/27	122	Y	洗钱
叮叮养车汽车服务（深圳）有限公司	?	?	?	?	BLK	广东	深圳	?	CMG	BLKM	2019/12/20	755	QZ	伪造公积金账户
中国起源(集团)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
上海复出劳务管理有限公司	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/10/28		Y	失信被执行人
TOP HARVEST LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
郑州楷络网络科技有限公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/10/27	371	Y	洗钱
联合太平洋船舶管理有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
姑苏区顺崔周服饰商行	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
宁夏森蓝网络科技有限公司	 	 	 	 	BLK	 	银川	 	?	BLKS	2020/10/27	951	Y	洗钱
深圳市中侨发展股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	1_对公管控黑名单_单位
深圳市华源轩家具股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	4_对公违约25级
香港辽新有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
杭州福升投资管理有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
哈尔滨市劳动和社会保障事务所	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/7/17	121	Y	集中操控
沈阳市创赐金日用品销售处	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
上海览翔网络科技有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
宜信普诚信用管理（北京）有限公司武汉分公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
长春市腾达远创科技有限公司	 	 	 	 	BLK	 	长春	 	?	BLKS	2020/10/27	431	Y	洗钱
佳航海事咨询服务(大连)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
香港久亿进出口有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	276	Y	洗钱
上海慧赟投资管理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
北京华翔飞腾商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
深圳正前方金融服务有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
润科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
莱州德喜信息科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	535	Y	洗钱
苏州信托有限公司	?	?	?	?	BLK	?	苏州	?	CMG	BLKS	2020/5/29	512	Y	1_对公管控黑名单_单位
南通邦尔体育用品有限公司	 	 	 	 	BLK	 	南通	 	?	BLKS	2020/10/27	513	Y	洗钱
全球联实业集团有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
成都范斯曼林贸易有限公司	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/10/27	594	Y	洗钱
山西天盛世佳网络科技有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/10/27	351	Y	洗钱
宜信普惠信息咨询（北京）有限公司湛江分公司	 	 	 	 	BLK	 	湛江	 	?	BLKS	2020/7/17	759	Y	洗钱
苏州市沧浪区水融美建材经营部	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
亿得宝（湖北）区块链科技有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
宜信普惠信息咨询（北京）有限公司常州第二分公司	 	 	 	 	BLK	 	常州	 	?	BLKS	2020/10/27	519	Y	洗钱
中软国际科技服务有限公司武汉分公司	?	?	?	?	BLK	?	武汉	?	?	BLKM	2020/7/17	127	Y	工商非正常经营
ABSOLUTE LINK LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	221	Y	洗钱
